fips,race,age,dr_cases,vtdr_cases,dm_pop
12013,"Black, non-Hispanic",65-84 years,22,6,80
12015,"Black, non-Hispanic",65-84 years,193,47,591
12017,"Black, non-Hispanic",65-84 years,114,22,301
12019,"Black, non-Hispanic",65-84 years,213,62,843
12021,"Black, non-Hispanic",65-84 years,247,76,899
12023,"Black, non-Hispanic",65-84 years,206,50,525
12027,"Black, non-Hispanic",65-84 years,101,19,196
12029,"Black, non-Hispanic",65-84 years,11,3,45
12031,"Black, non-Hispanic",65-84 years,3905,973,11730
12033,"Black, non-Hispanic",65-84 years,845,279,2971
12035,"Black, non-Hispanic",65-84 years,279,67,848
12037,"Black, non-Hispanic",65-84 years,18,4,55
12039,"Black, non-Hispanic",65-84 years,677,166,1649
12043,"Black, non-Hispanic",65-84 years,23,5,66
12045,"Black, non-Hispanic",65-84 years,34,7,105
12047,"Black, non-Hispanic",65-84 years,99,22,237
12049,"Black, non-Hispanic",65-84 years,58,11,106
12051,"Black, non-Hispanic",65-84 years,101,28,225
12053,"Black, non-Hispanic",65-84 years,163,36,566
12055,"Black, non-Hispanic",65-84 years,286,59,568
12057,"Black, non-Hispanic",65-84 years,2793,691,8385
12059,"Black, non-Hispanic",65-84 years,10,2,33
12061,"Black, non-Hispanic",65-84 years,149,42,586
12063,"Black, non-Hispanic",65-84 years,152,41,654
12065,"Black, non-Hispanic",65-84 years,116,27,341
12069,"Black, non-Hispanic",65-84 years,493,116,1902
12071,"Black, non-Hispanic",65-84 years,741,194,2228
12073,"Black, non-Hispanic",65-84 years,1084,214,2679
12075,"Black, non-Hispanic",65-84 years,77,18,229
12077,"Black, non-Hispanic",65-84 years,13,3,45
12079,"Black, non-Hispanic",65-84 years,120,31,449
12081,"Black, non-Hispanic",65-84 years,352,94,1303
12083,"Black, non-Hispanic",65-84 years,706,207,2380
12085,"Black, non-Hispanic",65-84 years,90,19,285
12086,"Black, non-Hispanic",65-84 years,7247,1817,21797
12087,"Black, non-Hispanic",65-84 years,35,8,146
12089,"Black, non-Hispanic",65-84 years,83,21,312
12091,"Black, non-Hispanic",65-84 years,158,45,595
12093,"Black, non-Hispanic",65-84 years,28,7,104
12095,"Black, non-Hispanic",65-84 years,3487,775,10446
12097,"Black, non-Hispanic",65-84 years,980,157,1921
12099,"Black, non-Hispanic",65-84 years,3261,731,9912
12101,"Black, non-Hispanic",65-84 years,427,105,1327
12103,"Black, non-Hispanic",65-84 years,1456,309,3906
12105,"Black, non-Hispanic",65-84 years,2207,341,4760
12107,"Black, non-Hispanic",65-84 years,174,46,611
12109,"Black, non-Hispanic",65-84 years,170,40,516
12111,"Black, non-Hispanic",65-84 years,1029,268,3460
12113,"Black, non-Hispanic",65-84 years,70,20,275
12115,"Black, non-Hispanic",65-84 years,210,53,786
12117,"Black, non-Hispanic",65-84 years,554,143,1994
12119,"Black, non-Hispanic",65-84 years,112,27,398
12121,"Black, non-Hispanic",65-84 years,91,19,248
12123,"Black, non-Hispanic",65-84 years,78,13,189
12125,"Black, non-Hispanic",65-84 years,42,10,122
12127,"Black, non-Hispanic",65-84 years,732,185,2400
12129,"Black, non-Hispanic",65-84 years,55,11,147
12131,"Black, non-Hispanic",65-84 years,43,14,148
12133,"Black, non-Hispanic",65-84 years,38,10,148
13001,"Black, non-Hispanic",65-84 years,74,20,190
13003,"Black, non-Hispanic",65-84 years,34,12,93
13005,"Black, non-Hispanic",65-84 years,27,8,80
13007,"Black, non-Hispanic",65-84 years,60,12,130
13009,"Black, non-Hispanic",65-84 years,254,54,974
13011,"Black, non-Hispanic",65-84 years,9,2,30
13013,"Black, non-Hispanic",65-84 years,138,34,373
13015,"Black, non-Hispanic",65-84 years,149,32,420
13017,"Black, non-Hispanic",65-84 years,97,28,365
13019,"Black, non-Hispanic",65-84 years,28,7,90
13021,"Black, non-Hispanic",65-84 years,1109,280,4100
13023,"Black, non-Hispanic",65-84 years,29,7,106
13025,"Black, non-Hispanic",65-84 years,13,3,35
13027,"Black, non-Hispanic",65-84 years,164,33,391
13029,"Black, non-Hispanic",65-84 years,61,15,172
13031,"Black, non-Hispanic",65-84 years,200,51,786
13033,"Black, non-Hispanic",65-84 years,288,90,684
13035,"Black, non-Hispanic",65-84 years,77,16,287
13037,"Black, non-Hispanic",65-84 years,84,26,214
13039,"Black, non-Hispanic",65-84 years,151,39,419
13043,"Black, non-Hispanic",65-84 years,48,13,180
13045,"Black, non-Hispanic",65-84 years,319,61,783
13047,"Black, non-Hispanic",65-84 years,22,4,79
13049,"Black, non-Hispanic",65-84 years,43,9,153
13051,"Black, non-Hispanic",65-84 years,1945,542,5094
13053,"Black, non-Hispanic",65-84 years,21,5,56
13055,"Black, non-Hispanic",65-84 years,33,7,134
13057,"Black, non-Hispanic",65-84 years,143,40,481
13059,"Black, non-Hispanic",65-84 years,507,134,1432
13061,"Black, non-Hispanic",65-84 years,75,20,166
13063,"Black, non-Hispanic",65-84 years,3433,952,8821
13065,"Black, non-Hispanic",65-84 years,29,10,87
13067,"Black, non-Hispanic",65-84 years,1654,486,5466
13069,"Black, non-Hispanic",65-84 years,154,52,493
13071,"Black, non-Hispanic",65-84 years,153,31,494
13073,"Black, non-Hispanic",65-84 years,358,92,851
13075,"Black, non-Hispanic",65-84 years,79,21,247
13077,"Black, non-Hispanic",65-84 years,333,85,1063
13079,"Black, non-Hispanic",65-84 years,47,16,186
13081,"Black, non-Hispanic",65-84 years,163,47,459
13087,"Black, non-Hispanic",65-84 years,207,44,600
13089,"Black, non-Hispanic",65-84 years,7007,1918,18437
13091,"Black, non-Hispanic",65-84 years,95,20,300
13093,"Black, non-Hispanic",65-84 years,117,34,400
13095,"Black, non-Hispanic",65-84 years,1235,317,3532
13097,"Black, non-Hispanic",65-84 years,849,187,2257
13099,"Black, non-Hispanic",65-84 years,120,29,321
13103,"Black, non-Hispanic",65-84 years,83,20,289
13105,"Black, non-Hispanic",65-84 years,103,22,331
13107,"Black, non-Hispanic",65-84 years,106,22,394
13109,"Black, non-Hispanic",65-84 years,55,15,176
13113,"Black, non-Hispanic",65-84 years,517,128,1338
13115,"Black, non-Hispanic",65-84 years,140,30,591
13117,"Black, non-Hispanic",65-84 years,91,22,249
13119,"Black, non-Hispanic",65-84 years,26,7,86
13121,"Black, non-Hispanic",65-84 years,6669,1629,17677
13127,"Black, non-Hispanic",65-84 years,363,69,866
13129,"Black, non-Hispanic",65-84 years,32,9,99
13131,"Black, non-Hispanic",65-84 years,124,29,418
13133,"Black, non-Hispanic",65-84 years,101,24,348
13135,"Black, non-Hispanic",65-84 years,2171,555,6411
13137,"Black, non-Hispanic",65-84 years,14,3,51
13139,"Black, non-Hispanic",65-84 years,150,35,536
13141,"Black, non-Hispanic",65-84 years,214,51,601
13143,"Black, non-Hispanic",65-84 years,21,4,72
13145,"Black, non-Hispanic",65-84 years,99,22,326
13147,"Black, non-Hispanic",65-84 years,74,20,248
13149,"Black, non-Hispanic",65-84 years,26,7,68
13151,"Black, non-Hispanic",65-84 years,1474,391,4005
13153,"Black, non-Hispanic",65-84 years,502,129,1916
13155,"Black, non-Hispanic",65-84 years,35,8,117
13157,"Black, non-Hispanic",65-84 years,63,15,206
13159,"Black, non-Hispanic",65-84 years,41,9,179
13161,"Black, non-Hispanic",65-84 years,52,12,127
13163,"Black, non-Hispanic",65-84 years,216,48,581
13165,"Black, non-Hispanic",65-84 years,72,24,209
13167,"Black, non-Hispanic",65-84 years,52,13,189
13169,"Black, non-Hispanic",65-84 years,113,29,440
13171,"Black, non-Hispanic",65-84 years,73,20,254
13173,"Black, non-Hispanic",65-84 years,31,9,105
13175,"Black, non-Hispanic",65-84 years,257,59,958
13177,"Black, non-Hispanic",65-84 years,90,24,250
13179,"Black, non-Hispanic",65-84 years,529,126,1146
13181,"Black, non-Hispanic",65-84 years,59,14,161
13183,"Black, non-Hispanic",65-84 years,76,17,146
13185,"Black, non-Hispanic",65-84 years,487,146,1730
13189,"Black, non-Hispanic",65-84 years,263,43,499
13191,"Black, non-Hispanic",65-84 years,152,27,335
13193,"Black, non-Hispanic",65-84 years,169,39,532
13195,"Black, non-Hispanic",65-84 years,47,9,152
13197,"Black, non-Hispanic",65-84 years,56,13,160
13199,"Black, non-Hispanic",65-84 years,197,62,529
13201,"Black, non-Hispanic",65-84 years,37,7,92
13205,"Black, non-Hispanic",65-84 years,298,80,597
13207,"Black, non-Hispanic",65-84 years,82,28,327
13209,"Black, non-Hispanic",65-84 years,39,9,124
13211,"Black, non-Hispanic",65-84 years,78,19,229
13215,"Black, non-Hispanic",65-84 years,1348,341,4634
13217,"Black, non-Hispanic",65-84 years,705,187,2064
13219,"Black, non-Hispanic",65-84 years,25,6,86
13221,"Black, non-Hispanic",65-84 years,41,8,140
13223,"Black, non-Hispanic",65-84 years,271,65,983
13225,"Black, non-Hispanic",65-84 years,187,51,653
13229,"Black, non-Hispanic",65-84 years,36,11,99
13231,"Black, non-Hispanic",65-84 years,25,7,99
13233,"Black, non-Hispanic",65-84 years,65,13,269
13235,"Black, non-Hispanic",65-84 years,54,11,197
13237,"Black, non-Hispanic",65-84 years,81,20,276
13239,"Black, non-Hispanic",65-84 years,34,8,91
13243,"Black, non-Hispanic",65-84 years,145,40,344
13245,"Black, non-Hispanic",65-84 years,2334,641,5975
13247,"Black, non-Hispanic",65-84 years,846,235,2350
13249,"Black, non-Hispanic",65-84 years,17,5,70
13251,"Black, non-Hispanic",65-84 years,94,27,387
13253,"Black, non-Hispanic",65-84 years,64,13,171
13255,"Black, non-Hispanic",65-84 years,280,95,1117
13257,"Black, non-Hispanic",65-84 years,47,12,159
13259,"Black, non-Hispanic",65-84 years,52,14,175
13261,"Black, non-Hispanic",65-84 years,251,76,864
13263,"Black, non-Hispanic",65-84 years,123,34,319
13265,"Black, non-Hispanic",65-84 years,38,10,100
13267,"Black, non-Hispanic",65-84 years,74,22,256
13269,"Black, non-Hispanic",65-84 years,62,20,223
13271,"Black, non-Hispanic",65-84 years,81,18,304
13273,"Black, non-Hispanic",65-84 years,165,41,369
13275,"Black, non-Hispanic",65-84 years,308,80,917
13277,"Black, non-Hispanic",65-84 years,168,47,572
13279,"Black, non-Hispanic",65-84 years,88,22,323
13283,"Black, non-Hispanic",65-84 years,41,10,110
13285,"Black, non-Hispanic",65-84 years,340,78,1028
13287,"Black, non-Hispanic",65-84 years,75,17,206
13289,"Black, non-Hispanic",65-84 years,103,27,298
13293,"Black, non-Hispanic",65-84 years,109,32,398
13295,"Black, non-Hispanic",65-84 years,41,10,140
13297,"Black, non-Hispanic",65-84 years,216,56,642
13299,"Black, non-Hispanic",65-84 years,168,43,478
13301,"Black, non-Hispanic",65-84 years,103,22,261
13303,"Black, non-Hispanic",65-84 years,189,49,631
13305,"Black, non-Hispanic",65-84 years,79,21,243
13307,"Black, non-Hispanic",65-84 years,25,6,75
13309,"Black, non-Hispanic",65-84 years,50,12,133
13313,"Black, non-Hispanic",65-84 years,85,19,208
13315,"Black, non-Hispanic",65-84 years,45,13,159
13317,"Black, non-Hispanic",65-84 years,107,34,316
13319,"Black, non-Hispanic",65-84 years,72,16,233
13321,"Black, non-Hispanic",65-84 years,139,40,354
15001,"Black, non-Hispanic",65-84 years,42,11,75
15003,"Black, non-Hispanic",65-84 years,203,44,413
15009,"Black, non-Hispanic",65-84 years,20,5,51
16001,"Black, non-Hispanic",65-84 years,32,7,78
16027,"Black, non-Hispanic",65-84 years,14,3,28
17001,"Black, non-Hispanic",65-84 years,33,8,86
17003,"Black, non-Hispanic",65-84 years,52,14,125
17007,"Black, non-Hispanic",65-84 years,11,3,33
17019,"Black, non-Hispanic",65-84 years,246,80,696
17031,"Black, non-Hispanic",65-84 years,23690,6078,56689
17037,"Black, non-Hispanic",65-84 years,32,8,84
17043,"Black, non-Hispanic",65-84 years,421,101,1032
17073,"Black, non-Hispanic",65-84 years,12,3,28
17077,"Black, non-Hispanic",65-84 years,104,26,209
17081,"Black, non-Hispanic",65-84 years,35,9,82
17089,"Black, non-Hispanic",65-84 years,382,102,927
17091,"Black, non-Hispanic",65-84 years,210,47,582
17093,"Black, non-Hispanic",65-84 years,67,16,185
17095,"Black, non-Hispanic",65-84 years,43,10,98
17097,"Black, non-Hispanic",65-84 years,606,142,1418
17099,"Black, non-Hispanic",65-84 years,15,3,32
17103,"Black, non-Hispanic",65-84 years,16,3,34
17111,"Black, non-Hispanic",65-84 years,36,8,89
17113,"Black, non-Hispanic",65-84 years,92,23,268
17115,"Black, non-Hispanic",65-84 years,252,58,734
17119,"Black, non-Hispanic",65-84 years,267,67,760
17121,"Black, non-Hispanic",65-84 years,20,5,59
17127,"Black, non-Hispanic",65-84 years,13,3,49
17137,"Black, non-Hispanic",65-84 years,16,4,43
17143,"Black, non-Hispanic",65-84 years,353,92,992
17145,"Black, non-Hispanic",65-84 years,11,3,23
17153,"Black, non-Hispanic",65-84 years,55,14,139
17157,"Black, non-Hispanic",65-84 years,19,5,46
17161,"Black, non-Hispanic",65-84 years,195,39,488
17163,"Black, non-Hispanic",65-84 years,1276,383,3513
17165,"Black, non-Hispanic",65-84 years,22,4,45
17167,"Black, non-Hispanic",65-84 years,249,68,672
17177,"Black, non-Hispanic",65-84 years,52,13,153
17183,"Black, non-Hispanic",65-84 years,115,39,319
17197,"Black, non-Hispanic",65-84 years,1134,288,2772
17199,"Black, non-Hispanic",65-84 years,34,9,77
17201,"Black, non-Hispanic",65-84 years,425,103,1203
18003,"Black, non-Hispanic",65-84 years,605,139,1540
18005,"Black, non-Hispanic",65-84 years,26,6,64
18011,"Black, non-Hispanic",65-84 years,13,3,33
18019,"Black, non-Hispanic",65-84 years,120,30,353
18035,"Black, non-Hispanic",65-84 years,113,20,291
18039,"Black, non-Hispanic",65-84 years,122,31,360
18043,"Black, non-Hispanic",65-84 years,46,10,139
18053,"Black, non-Hispanic",65-84 years,135,18,269
18057,"Black, non-Hispanic",65-84 years,103,20,289
18059,"Black, non-Hispanic",65-84 years,27,6,69
18063,"Black, non-Hispanic",65-84 years,102,26,256
18067,"Black, non-Hispanic",65-84 years,106,19,251
18077,"Black, non-Hispanic",65-84 years,10,3,33
18081,"Black, non-Hispanic",65-84 years,19,4,47
18089,"Black, non-Hispanic",65-84 years,2095,562,6179
18091,"Black, non-Hispanic",65-84 years,145,31,358
18095,"Black, non-Hispanic",65-84 years,197,35,438
18097,"Black, non-Hispanic",65-84 years,3852,893,9841
18103,"Black, non-Hispanic",65-84 years,18,3,34
18105,"Black, non-Hispanic",65-84 years,29,8,98
18113,"Black, non-Hispanic",65-84 years,20,6,54
18127,"Black, non-Hispanic",65-84 years,48,14,164
18141,"Black, non-Hispanic",65-84 years,450,92,1034
18157,"Black, non-Hispanic",65-84 years,47,10,128
18163,"Black, non-Hispanic",65-84 years,233,60,617
18167,"Black, non-Hispanic",65-84 years,68,13,200
18173,"Black, non-Hispanic",65-84 years,16,4,36
18177,"Black, non-Hispanic",65-84 years,77,19,173
19013,"Black, non-Hispanic",65-84 years,189,39,364
19045,"Black, non-Hispanic",65-84 years,14,3,33
19049,"Black, non-Hispanic",65-84 years,16,3,35
19057,"Black, non-Hispanic",65-84 years,35,7,65
19103,"Black, non-Hispanic",65-84 years,36,7,98
19111,"Black, non-Hispanic",65-84 years,19,4,37
19113,"Black, non-Hispanic",65-84 years,87,17,170
19139,"Black, non-Hispanic",65-84 years,14,3,25
19153,"Black, non-Hispanic",65-84 years,264,55,576
19155,"Black, non-Hispanic",65-84 years,12,3,31
19163,"Black, non-Hispanic",65-84 years,141,28,305
19169,"Black, non-Hispanic",65-84 years,13,3,25
19187,"Black, non-Hispanic",65-84 years,11,3,23
19193,"Black, non-Hispanic",65-84 years,22,5,61
20005,"Black, non-Hispanic",65-84 years,12,2,33
20035,"Black, non-Hispanic",65-84 years,12,3,35
20045,"Black, non-Hispanic",65-84 years,38,9,116
20061,"Black, non-Hispanic",65-84 years,41,11,144
20091,"Black, non-Hispanic",65-84 years,179,43,520
20099,"Black, non-Hispanic",65-84 years,10,3,38
20103,"Black, non-Hispanic",65-84 years,73,18,201
20111,"Black, non-Hispanic",65-84 years,13,3,25
20125,"Black, non-Hispanic",65-84 years,23,5,79
20155,"Black, non-Hispanic",65-84 years,14,3,55
20161,"Black, non-Hispanic",65-84 years,26,7,69
20169,"Black, non-Hispanic",65-84 years,28,5,58
20173,"Black, non-Hispanic",65-84 years,689,133,1648
20175,"Black, non-Hispanic",65-84 years,11,3,27
20177,"Black, non-Hispanic",65-84 years,202,44,539
20209,"Black, non-Hispanic",65-84 years,941,252,2384
21009,"Black, non-Hispanic",65-84 years,26,5,87
21013,"Black, non-Hispanic",65-84 years,12,2,38
21015,"Black, non-Hispanic",65-84 years,45,12,101
21017,"Black, non-Hispanic",65-84 years,32,6,81
21019,"Black, non-Hispanic",65-84 years,18,4,41
21021,"Black, non-Hispanic",65-84 years,35,8,107
21027,"Black, non-Hispanic",65-84 years,9,2,35
21029,"Black, non-Hispanic",65-84 years,13,3,32
21033,"Black, non-Hispanic",65-84 years,9,2,31
21035,"Black, non-Hispanic",65-84 years,19,4,48
21037,"Black, non-Hispanic",65-84 years,23,5,48
21047,"Black, non-Hispanic",65-84 years,172,40,537
21049,"Black, non-Hispanic",65-84 years,47,11,100
21059,"Black, non-Hispanic",65-84 years,45,10,180
21067,"Black, non-Hispanic",65-84 years,582,139,1666
21073,"Black, non-Hispanic",65-84 years,69,14,188
21075,"Black, non-Hispanic",65-84 years,33,10,82
21083,"Black, non-Hispanic",65-84 years,29,8,63
21093,"Black, non-Hispanic",65-84 years,114,30,438
21095,"Black, non-Hispanic",65-84 years,14,4,51
21099,"Black, non-Hispanic",65-84 years,21,4,61
21101,"Black, non-Hispanic",65-84 years,65,20,173
21103,"Black, non-Hispanic",65-84 years,11,2,37
21105,"Black, non-Hispanic",65-84 years,12,2,30
21107,"Black, non-Hispanic",65-84 years,44,10,140
21111,"Black, non-Hispanic",65-84 years,2422,590,6598
21113,"Black, non-Hispanic",65-84 years,34,7,80
21117,"Black, non-Hispanic",65-84 years,95,22,227
21137,"Black, non-Hispanic",65-84 years,11,3,34
21141,"Black, non-Hispanic",65-84 years,38,8,109
21145,"Black, non-Hispanic",65-84 years,102,23,306
21151,"Black, non-Hispanic",65-84 years,65,12,165
21155,"Black, non-Hispanic",65-84 years,25,6,76
21161,"Black, non-Hispanic",65-84 years,19,5,61
21163,"Black, non-Hispanic",65-84 years,11,4,36
21167,"Black, non-Hispanic",65-84 years,19,5,54
21173,"Black, non-Hispanic",65-84 years,28,7,66
21177,"Black, non-Hispanic",65-84 years,17,4,64
21179,"Black, non-Hispanic",65-84 years,54,11,100
21185,"Black, non-Hispanic",65-84 years,28,7,80
21199,"Black, non-Hispanic",65-84 years,12,3,44
21209,"Black, non-Hispanic",65-84 years,42,10,110
21211,"Black, non-Hispanic",65-84 years,52,12,130
21213,"Black, non-Hispanic",65-84 years,32,8,96
21217,"Black, non-Hispanic",65-84 years,20,5,79
21219,"Black, non-Hispanic",65-84 years,18,5,59
21221,"Black, non-Hispanic",65-84 years,17,5,58
21225,"Black, non-Hispanic",65-84 years,18,4,50
21227,"Black, non-Hispanic",65-84 years,136,28,365
21229,"Black, non-Hispanic",65-84 years,13,3,38
21231,"Black, non-Hispanic",65-84 years,9,2,35
21233,"Black, non-Hispanic",65-84 years,12,3,38
21239,"Black, non-Hispanic",65-84 years,32,7,74
22001,"Black, non-Hispanic",65-84 years,125,33,444
22003,"Black, non-Hispanic",65-84 years,75,17,206
22005,"Black, non-Hispanic",65-84 years,532,123,1076
22007,"Black, non-Hispanic",65-84 years,147,41,396
22009,"Black, non-Hispanic",65-84 years,213,43,534
22011,"Black, non-Hispanic",65-84 years,50,11,201
22013,"Black, non-Hispanic",65-84 years,125,29,378
22015,"Black, non-Hispanic",65-84 years,338,91,1096
22017,"Black, non-Hispanic",65-84 years,1820,535,5769
22019,"Black, non-Hispanic",65-84 years,712,147,2289
22021,"Black, non-Hispanic",65-84 years,22,7,80
22025,"Black, non-Hispanic",65-84 years,62,13,132
22027,"Black, non-Hispanic",65-84 years,106,37,400
22029,"Black, non-Hispanic",65-84 years,180,47,410
22031,"Black, non-Hispanic",65-84 years,197,59,590
22033,"Black, non-Hispanic",65-84 years,3525,1040,8657
22035,"Black, non-Hispanic",65-84 years,83,26,304
22037,"Black, non-Hispanic",65-84 years,213,64,510
22039,"Black, non-Hispanic",65-84 years,128,24,365
22041,"Black, non-Hispanic",65-84 years,90,29,314
22043,"Black, non-Hispanic",65-84 years,44,10,108
22045,"Black, non-Hispanic",65-84 years,282,73,1034
22047,"Black, non-Hispanic",65-84 years,402,77,733
22049,"Black, non-Hispanic",65-84 years,97,23,239
22051,"Black, non-Hispanic",65-84 years,2358,605,4950
22053,"Black, non-Hispanic",65-84 years,85,18,272
